iter	RMSE
257	0.7051795226
258	0.7035391588
259	0.7025996098
260	0.7011715969
261	0.6986497712
262	0.6968888456
263	0.6949638649
264	0.6921464669
265	0.691268052
266	0.6897570514
267	0.6886903525
268	0.6875680103
269	0.6859106498
270	0.6848490485
271	0.6805047699
272	0.6792423617
273	0.6784129279
274	0.676862854
275	0.6741323981
276	0.6719672172
277	0.6704613925
278	0.6684805276
279	0.6661322538
280	0.6640249754
281	0.6613767865
282	0.6602788724
283	0.6592015235
284	0.6573734817
285	0.6561973219
286	0.6541721083
287	0.6529533865
288	0.6521050146
289	0.6506231107
290	0.6496340374
291	0.648565314
292	0.6470509946
293	0.6453490725
294	0.644704043
295	0.6429081911
296	0.6407978462
297	0.6399803809
298	0.638618219
299	0.6371730891
300	0.6366003339
301	0.6350931578
302	0.6339280579
303	0.6327089837
304	0.6320950928
305	0.6310444713
306	0.6289833501
307	0.6279150894
308	0.6252164104
309	0.6244201883
310	0.6227377615
311	0.6220548426
312	0.6215765122
313	0.6208223352
314	0.6202981272
315	0.6193428485
316	0.6179095343
317	0.6170417493
318	0.615647112
319	0.6138543812
320	0.6114400894
321	0.6108493017
322	0.6091823714
323	0.6081201256
324	0.6073489538
325	0.6053759116
326	0.6039655694
327	0.6022136189
328	0.6005928848
329	0.5996615657
330	0.598288256
331	0.5960168148
332	0.5944240541
333	0.5931416277
334	0.5922018642
335	0.5911279852
336	0.5901246253
337	0.5879114184
338	0.5872168994
339	0.5861755425
340	0.5858134313
341	0.5842920056
342	0.5829397673
343	0.5817934446
344	0.5806180041
345	0.5788158262
346	0.5778182647
347	0.5767025659
348	0.5755932567
349	0.5738778224
350	0.5723239774
351	0.5703384946
352	0.568932869
353	0.5667904616
354	0.5658305389
355	0.5649251521
356	0.5638532646
357	0.562506561
358	0.5611389886
359	0.5598030689
360	0.5585391418
361	0.5577146024
362	0.5562288119
363	0.5551437345
364	0.5545854151
365	0.5536885983
366	0.5519627248
367	0.5496232949
368	0.5483921569
369	0.5468455385
370	0.5454542736
371	0.543186315
372	0.5422105898
373	0.5403597966
374	0.5395870831
375	0.5380111687
376	0.5373887894
377	0.5369271062
378	0.5356489844
379	0.533994366
380	0.532773858
381	0.5320016157
382	0.5308427359
383	0.530151355
384	0.5296099838
385	0.5289174953
386	0.5281432811
387	0.5273364826
388	0.5266955774
389	0.5247647814
390	0.5240341329
391	0.5233737595
392	0.5229338441
393	0.5216465826
394	0.5211482146
395	0.5206151462
396	0.5200468717
397	0.5186058383
398	0.5170651863
399	0.516673245
400	0.515539961
401	0.5140452244
402	0.5131678345
403	0.5113371132
404	0.5108258105
405	0.5104225403
406	0.5094466994
407	0.5079422171
408	0.5070107819
409	0.5057788145
410	0.5048631905
411	0.5037235921
412	0.5017888582
413	0.5001227846
414	0.4993141993
415	0.4978004016
416	0.4964733435
417	0.4952849845
418	0.494460719
419	0.4925073452
420	0.4918273302
421	0.4910602621
422	0.489718013
423	0.488897415
424	0.4879763668
425	0.4871086113
426	0.4859246068
427	0.4849339014
428	0.4838799672
429	0.4834237697
430	0.4828128373
431	0.4817548316
432	0.4806935187
433	0.4797496207
434	0.4793577463
435	0.4786159156
436	0.4775466246
437	0.4763808485
438	0.4750597018
439	0.4742852957
440	0.473143513
441	0.4716398551
442	0.4708040522
443	0.4703183552
444	0.4695358193
445	0.4690097134
446	0.4677343276
447	0.4672084485
448	0.4668174035
449	0.4658516583
450	0.4647226468
451	0.4640147842
452	0.4627517901
453	0.4616568789
454	0.4598138492
455	0.4590603242
456	0.4579374479
457	0.4570169919
458	0.4564113185
459	0.4556782126
460	0.454932847
461	0.4540044628
462	0.4536409313
463	0.452570648
464	0.4511297363
465	0.44992996
466	0.4489720311
467	0.4483171673
468	0.4474223041
469	0.4461811617
470	0.4453620053
471	0.4439241781
472	0.4429743122
473	0.4425167327
474	0.4417590458
475	0.4407535607
476	0.4404420573
477	0.4398887445
478	0.4383687549
479	0.4373536933
480	0.4363883224
481	0.4352911718
482	0.4339336424
483	0.4332701817
484	0.4325832132
485	0.4317887496
486	0.4303961383
487	0.4298643431
488	0.4294227891
489	0.4289852312
490	0.4283159845
491	0.4274605775
492	0.4271969708
493	0.4266389022
494	0.4258830712
495	0.4255967759
496	0.4251807787
497	0.4243436218
498	0.423949889
499	0.4233552993
500	0.4229177683
501	0.4224339917
502	0.4217756939
503	0.4209792289
504	0.4203180811
505	0.419795463
506	0.4191138358
507	0.4186054478
508	0.4179946917
509	0.4172903624
510	0.416616671
511	0.4160705911
512	0.4152378528
513	0.4147011312
514	0.413953321
515	0.4129112513
516	0.4113812746
517	0.4106547899
518	0.409804797
519	0.4095751187
520	0.4086117781
521	0.4078595827
522	0.407288822
523	0.406717882
524	0.4061774637
525	0.4054116228
526	0.4040436703
527	0.4033549089
528	0.4024232406
529	0.4014483029
530	0.4004361548
531	0.398861245
532	0.3981118757
533	0.397276744
534	0.3967309415
535	0.3956159361
536	0.3949831236
537	0.3938760168
538	0.3932132685
539	0.3925756922
540	0.3920796997
541	0.3909680327
542	0.3904686344
543	0.3896025295
544	0.3887448867
545	0.3877420263
546	0.387127433
547	0.3866224405
548	0.3864325709
549	0.3855806363
550	0.3849224398
551	0.3847161174
552	0.3840356252
553	0.3834974093
554	0.3822760483
555	0.3819740566
556	0.3815156694
557	0.3807342885
558	0.3800080908
559	0.3789737215
560	0.3783678162
561	0.3774620794
562	0.3770187579
563	0.3761460429
564	0.3755240982
565	0.3749354373
566	0.3743883772
567	0.3734711174
568	0.3727285002
569	0.3722535301
570	0.3714464614
571	0.3709731546
572	0.3701943512
573	0.3695805798
574	0.369055248
575	0.3684881464
576	0.3680717144
577	0.3676037762
578	0.3671446631
579	0.3667976436
580	0.3664112013
581	0.3657338519
582	0.3652049553
583	0.3643734908
584	0.3636998189
585	0.3628207925
586	0.3625895713
587	0.3622115343
588	0.3614934932
589	0.3604372765
590	0.3600959032
591	0.3588613306
592	0.3583865072
593	0.3579485879
594	0.3568462898
595	0.3560529619
596	0.3554297655
597	0.3551254766
598	0.3543314017
599	0.3537463835
600	0.3528007401
601	0.3520153974
602	0.3513313301
603	0.3503553331
604	0.3497798099
605	0.3493629669
606	0.3487438233
607	0.3481906611
608	0.3475221515
609	0.3467811275
610	0.3462942584
611	0.3453219845
612	0.3449182171
613	0.3446678256
614	0.3441850347
615	0.3434179123
616	0.3428868024
617	0.3423734709
618	0.3419244094
619	0.3414682506
620	0.3408261961
621	0.3403133104
622	0.3395068782
623	0.3386908922
624	0.3374404167
625	0.3367921261
626	0.3363962975
627	0.335959308
628	0.3357954158
629	0.3355587388
630	0.3347229341
631	0.3343062347
632	0.3336219814
633	0.3332040531
634	0.3325880191
635	0.33174062
636	0.3308929022
637	0.3301969078
638	0.3297012918
639	0.3291045312
640	0.3281589975
641	0.3272768988
642	0.3261579536
643	0.3251403365
644	0.3248469657
645	0.3238614344
646	0.323460288
647	0.3231651509
648	0.3225282114
649	0.3219074757
650	0.3211326737
651	0.320787891
652	0.3204276477
653	0.319947746
654	0.3191824517
655	0.3187886695
656	0.3185029771
657	0.3180335932
658	0.3172593421
659	0.3169076845
660	0.3164779279
661	0.315953661
662	0.3153784037
663	0.3147246321
664	0.3142611476
665	0.3137446257
666	0.3131267857
667	0.3123781587
668	0.3121144626
669	0.3116727841
670	0.3109063751
671	0.3105103334
672	0.3101469118
673	0.3090045249
674	0.3085951252
675	0.3082628951
676	0.3080192055
677	0.3076178911
678	0.3073478759
679	0.3069689805
680	0.3061119316
681	0.3052772654
682	0.3047727058
683	0.3041162405
684	0.3036201558
685	0.3028771918
686	0.302541792
687	0.3020678028
688	0.3018159674
689	0.3014853465
690	0.3010520282
691	0.3007516826
692	0.30038197
693	0.3001133527
694	0.2998654332
695	0.2993454723
696	0.2988318168
697	0.2986290658
698	0.2974357731
699	0.2968250695
700	0.2964957595
701	0.2963181937
702	0.2955798872
703	0.295179574
704	0.2943679756
705	0.2938490174
706	0.2934110142
707	0.2929767606
708	0.2922515791
709	0.2914687781
710	0.2910320665
711	0.2901098544
712	0.2896930803
713	0.2893020121
714	0.288640224
715	0.2877738873
716	0.2873794876
717	0.2871229649
718	0.2862046068
719	0.2860177616
720	0.2855143512
721	0.2850405998
722	0.284585901
723	0.2841898465
724	0.2838586342
725	0.283613144
726	0.2828944345
727	0.2822174829
728	0.2819307759
729	0.2816016921
730	0.2811394623
731	0.280267354
732	0.2800231958
733	0.2797530051
734	0.279294147
735	0.2789274469
736	0.2780698472
737	0.2777663117
738	0.2772712137
739	0.2767343483
740	0.2762946249
741	0.2759321631
742	0.2753578859
743	0.2749014319
744	0.2745754562
745	0.2738622772
746	0.2736753334
747	0.2731403379
748	0.2725476394
749	0.2721880214
750	0.2719049988
751	0.271312208
752	0.2706411907
753	0.2697785158
754	0.2696419082
755	0.2692694547
756	0.2688858042
757	0.2685114982
758	0.2682283124
759	0.2679001197
760	0.2673169904
761	0.2670766931
762	0.2665979139
763	0.2662396209
764	0.2659006157
765	0.2655697628
766	0.2647698842
767	0.2639437551
768	0.2634423157
769	0.263163072
770	0.2626680518
771	0.2621532944
772	0.2619115152
773	0.2616321585
774	0.2609902656
775	0.2606008745
776	0.2603532405
777	0.2597720019
778	0.2589016886
779	0.2586572419
780	0.2583256917
781	0.2577707386
782	0.2574405244
783	0.2572779731
784	0.2569665132
785	0.2565874357
786	0.2561243081
787	0.2558804881
788	0.2554646399
789	0.2550392161
790	0.2545907502
791	0.2542130967
792	0.2534786858
793	0.2529162358
794	0.2524193303
795	0.2522514151
796	0.2518965211
797	0.2515610172
798	0.2512818335
799	0.2508589715
800	0.2505979642
801	0.2505278046
802	0.2503308774
803	0.250087889
804	0.2495801212
805	0.2493524752
806	0.2488125466
807	0.248387547
808	0.2478964083
809	0.2476701306
810	0.2472108369
811	0.2469707448
812	0.2465471097
813	0.2461646595
814	0.2457954164
815	0.245408101
816	0.2447064183
817	0.2440892607
818	0.243558305
819	0.2430991144
820	0.2424256192
821	0.2420954583
822	0.2418053316
823	0.2415930728
824	0.2413931346
825	0.2411771203
826	0.2410166216
827	0.2408229964
828	0.2404311254
829	0.2401014047
830	0.2396929486
831	0.2393550129
832	0.239188551
833	0.2388572179
834	0.2386976745
835	0.2380753834
836	0.237854395
837	0.2375390974
838	0.2373462172
839	0.2371050498
840	0.236658806
841	0.236416168
842	0.2356791604
843	0.235254248
844	0.2348212449
845	0.2344520741
846	0.2341528142
847	0.2337774431
848	0.23352122
849	0.2332146109
850	0.2326983686
851	0.2323346346
852	0.2320070934
853	0.2316191858
854	0.2312555354
855	0.2310162869
856	0.2305944557
857	0.2299088115
858	0.2294924456
859	0.2290815385
860	0.2288326342
861	0.2284856191
862	0.2281930145
863	0.2279718608
864	0.2276586406
865	0.2270742042
866	0.2269635342
867	0.2266758918
868	0.2263928862
869	0.2258502995
870	0.2255260082
871	0.2251972876
872	0.2245711066
873	0.2242434276
874	0.2240888257
875	0.2238871856
876	0.2236230234
877	0.223397984
878	0.2230395028
879	0.2229039638
880	0.222453115
881	0.2222572891
882	0.2218683995
883	0.221525496
884	0.2208202201
885	0.2206349321
886	0.2204478668
887	0.220005652
888	0.2193944009
889	0.2189498529
890	0.2182051953
891	0.2178842124
892	0.2173938116
893	0.2171135719
894	0.2165971994
895	0.2163427659
896	0.2160190536
897	0.2157191114
898	0.2153360047
899	0.2150007039
900	0.2146952247
901	0.2145305862
902	0.2142978637
903	0.2137222252
904	0.2135214663
905	0.2132283868
906	0.2127228353
907	0.2123708083
908	0.2120077875
909	0.2117892097
910	0.2115788259
911	0.2113659151
912	0.2108884755
913	0.2106491073
914	0.2103976818
915	0.2099449358
916	0.2096086257
917	0.2092485336
918	0.2089412943
919	0.2087240911
920	0.2085468901
921	0.2080878183
922	0.207942145
923	0.2077917404
924	0.2072958401
925	0.2071241037
926	0.2066884429
927	0.2063950419
928	0.2061847444
929	0.2060687714
930	0.205629752
931	0.2051282639
932	0.2048697157
933	0.2046406855
934	0.2044662821
935	0.2043077587
936	0.2040168663
937	0.2035974382
938	0.2032216665
939	0.2029919748
940	0.2028431619
941	0.2026366217
942	0.2024219745
943	0.2019445002
944	0.2015583981
945	0.2011788019
946	0.2006530519
947	0.2003310741
948	0.1999514468
949	0.1996359121
950	0.1992894774
951	0.1990787313
952	0.1988884474
953	0.1987291585
954	0.198513618
955	0.1980008514
956	0.1976461723
957	0.1973400878
958	0.1971420653
959	0.1969072582
960	0.1967116947
961	0.1963005819
962	0.1959025443
963	0.1953328312
964	0.1951494723
965	0.1950013515
966	0.1948214146
967	0.1942896558
968	0.194143915
969	0.1940201919
970	0.193579238
971	0.193353319
972	0.1930954191
973	0.1928448859
974	0.1922883636
975	0.191961789
976	0.1918078116
977	0.1915347266
978	0.191045263
979	0.1909017968
980	0.1906799866
981	0.1904513875
982	0.1900076033
983	0.1895746904
984	0.189470684
985	0.1891499178
986	0.1887465006
987	0.1885302748
988	0.1884094278
989	0.1881770819
990	0.1879419253
991	0.1877983924
992	0.1875887588
993	0.1874008124
994	0.1873245125
995	0.1871381334
996	0.1868470709
997	0.1865587399
998	0.1864430593
999	0.1862249484
